age,job,marital,education,month,duration
35,technician,married,basic.6y,may,104
36,services,single,unknown,may,852
56,entrepreneur,married,university.degree,may,159
26,admin.,single,high.school,may,416
31,admin.,single,university.degree,may,174
57,self-employed,single,high.school,may,139
39,services,married,high.school,may,193
43,blue-collar,married,high.school,may,294
50,admin.,married,university.degree,may,102
52,blue-collar,single,high.school,may,124
39,blue-collar,divorced,basic.9y,may,143
44,technician,single,unknown,may,231
36,housemaid,married,basic.4y,may,128
54,management,married,high.school,may,74
27,admin.,single,basic.9y,may,105
31,admin.,single,university.degree,may,992
31,admin.,married,university.degree,may,168
28,blue-collar,married,basic.6y,may,250
31,management,single,university.degree,may,254
30,management,divorced,high.school,may,149
52,technician,married,professional.course,may,133
37,technician,divorced,professional.course,may,374
30,services,married,university.degree,may,425
45,blue-collar,married,basic.9y,may,207
54,technician,married,university.degree,may,464
49,entrepreneur,married,basic.9y,may,439
44,admin.,married,high.school,may,83
28,student,single,basic.9y,may,732
53,technician,married,high.school,may,149
45,blue-collar,married,basic.9y,may,142
45,blue-collar,married,basic.9y,may,121
51,admin.,married,high.school,may,359
41,blue-collar,married,basic.9y,may,112
43,technician,married,professional.course,may,274
31,admin.,single,university.degree,may,325
39,admin.,single,unknown,may,1521
38,technician,married,professional.course,may,216
50,entrepreneur,married,basic.9y,may,161
53,admin.,single,university.degree,may,122
44,admin.,divorced,high.school,may,800
53,blue-collar,married,basic.9y,may,615
24,services,single,high.school,may,111
34,admin.,single,high.school,may,359
40,technician,married,professional.course,may,327
57,management,divorced,university.degree,may,236
43,blue-collar,married,basic.4y,may,227
31,blue-collar,married,basic.6y,may,109
31,services,married,basic.6y,may,492
31,blue-collar,married,basic.6y,may,298
45,housemaid,married,basic.4y,may,83
38,admin.,married,university.degree,may,241
41,entrepreneur,married,university.degree,may,1138
47,blue-collar,married,professional.course,may,131
42,blue-collar,married,basic.6y,may,123
35,blue-collar,single,unknown,may,125
40,management,married,university.degree,may,295
42,blue-collar,married,basic.6y,may,287
34,technician,married,professional.course,may,109
48,admin.,single,university.degree,may,140
35,blue-collar,married,unknown,may,52
33,blue-collar,married,high.school,may,233
37,technician,married,professional.course,may,254
43,technician,married,professional.course,may,255
42,admin.,single,unknown,may,126
46,admin.,divorced,university.degree,may,184
37,blue-collar,single,basic.9y,may,591
40,blue-collar,married,high.school,may,294
40,blue-collar,married,high.school,may,285
59,entrepreneur,divorced,high.school,may,173
43,technician,single,university.degree,may,336
44,blue-collar,married,basic.6y,may,344
44,blue-collar,married,basic.4y,may,786
41,admin.,married,university.degree,may,153
28,unknown,single,basic.9y,may,99
48,services,married,high.school,may,243
31,admin.,single,high.school,may,260
27,blue-collar,married,basic.9y,may,164
43,technician,single,university.degree,may,255
47,retired,married,basic.4y,may,47
40,blue-collar,divorced,unknown,may,110
43,unknown,married,high.school,may,463
29,technician,married,professional.course,may,192
54,admin.,married,university.degree,may,388
36,technician,married,professional.course,may,221
30,admin.,single,university.degree,may,25
38,services,single,unknown,may,256
39,blue-collar,married,basic.6y,may,104
33,blue-collar,married,basic.9y,may,283
39,retired,single,high.school,may,448
38,technician,single,professional.course,may,127
44,admin.,married,high.school,may,378
33,blue-collar,married,basic.9y,may,67
37,blue-collar,married,basic.6y,may,221
32,management,married,basic.6y,may,150
46,technician,married,professional.course,may,144
34,technician,divorced,professional.course,may,296
52,technician,married,basic.4y,may,161
46,blue-collar,married,basic.6y,may,401
57,management,divorced,university.degree,may,435
52,technician,married,basic.4y,may,388
32,technician,single,professional.course,may,245
31,blue-collar,single,basic.9y,may,143
46,admin.,divorced,basic.9y,may,423
59,services,divorced,high.school,may,231
38,blue-collar,married,unknown,may,181
42,blue-collar,divorced,basic.6y,may,107
40,blue-collar,married,basic.4y,may,227
46,admin.,married,professional.course,may,69
35,admin.,single,high.school,may,799
28,blue-collar,married,basic.9y,may,109
47,services,married,high.school,may,127
35,blue-collar,married,basic.4y,may,45
48,retired,married,basic.9y,may,120
40,blue-collar,married,basic.6y,may,68
32,services,single,high.school,may,180
59,retired,divorced,basic.4y,may,112
48,entrepreneur,married,basic.9y,may,444
45,blue-collar,married,basic.9y,may,246
49,blue-collar,single,basic.6y,may,148
51,admin.,married,university.degree,may,223
38,technician,single,university.degree,may,566
53,technician,married,high.school,may,274
49,blue-collar,married,basic.9y,may,49
31,blue-collar,married,basic.9y,may,97
36,services,married,high.school,may,376
54,retired,married,basic.4y,may,421
29,admin.,single,high.school,may,511
31,blue-collar,married,basic.6y,may,121
35,admin.,married,high.school,may,157
38,blue-collar,married,basic.9y,may,101
54,management,married,high.school,may,328
48,admin.,married,basic.9y,may,19
48,management,divorced,university.degree,may,866
32,admin.,single,university.degree,may,229
34,technician,married,professional.course,may,154
49,technician,single,university.degree,may,56
44,blue-collar,married,basic.9y,may,199
42,services,divorced,high.school,may,117
55,blue-collar,married,basic.4y,may,1581
42,services,divorced,high.school,may,185
44,admin.,married,university.degree,may,202
51,blue-collar,married,basic.9y,may,279
43,blue-collar,married,basic.4y,may,180
52,technician,married,high.school,may,530
45,blue-collar,single,basic.6y,may,129
41,services,divorced,high.school,may,60
35,technician,divorced,unknown,may,432
41,services,divorced,high.school,may,516
46,management,married,basic.9y,may,617
36,housemaid,divorced,basic.9y,may,179
29,technician,married,professional.course,may,125
47,services,married,unknown,may,262
43,blue-collar,married,basic.4y,may,396
38,blue-collar,single,basic.9y,may,294
44,blue-collar,married,basic.4y,may,171
29,services,married,high.school,may,614
58,unknown,married,unknown,may,118
48,blue-collar,married,professional.course,may,485
46,blue-collar,married,basic.9y,may,406
31,blue-collar,married,basic.4y,may,287
47,services,married,unknown,may,216
44,admin.,married,university.degree,may,37
31,blue-collar,married,basic.4y,may,650
38,unemployed,divorced,professional.course,may,590
33,admin.,married,university.degree,may,55
53,blue-collar,married,basic.9y,may,166
33,management,single,unknown,may,371
33,self-employed,married,basic.9y,may,48
37,admin.,divorced,university.degree,may,72
55,blue-collar,married,basic.9y,may,55
41,admin.,single,basic.6y,may,92
46,blue-collar,married,basic.6y,may,196
32,entrepreneur,divorced,university.degree,may,96
48,blue-collar,married,high.school,may,144
34,entrepreneur,married,basic.4y,may,474
35,admin.,single,university.degree,may,559
55,blue-collar,married,basic.4y,may,1101
45,entrepreneur,single,university.degree,may,229
48,management,divorced,university.degree,may,236
34,blue-collar,married,basic.6y,may,164
46,admin.,divorced,university.degree,may,93
34,blue-collar,married,basic.6y,may,123
51,unemployed,married,professional.course,may,912
37,admin.,married,university.degree,may,209
54,housemaid,divorced,basic.4y,may,485
45,services,married,high.school,may,206
39,services,single,high.school,may,239
39,blue-collar,married,basic.9y,may,311
39,technician,single,basic.6y,may,362
39,services,married,basic.9y,may,274
32,entrepreneur,married,basic.6y,may,163
41,services,single,high.school,may,345
59,housemaid,married,basic.6y,may,329
57,technician,married,basic.9y,may,68
30,services,married,unknown,may,143
34,entrepreneur,married,basic.4y,may,214
34,technician,married,high.school,may,1062
38,blue-collar,divorced,unknown,may,258
31,blue-collar,married,basic.6y,may,253
47,admin.,married,university.degree,may,106
57,self-employed,single,high.school,may,688
44,blue-collar,married,basic.9y,may,103
45,services,married,high.school,may,349
36,unemployed,married,basic.4y,may,170
44,services,married,high.school,may,78
51,management,married,university.degree,may,194
28,admin.,single,university.degree,may,126
50,technician,married,high.school,may,224
51,entrepreneur,married,university.degree,may,98
38,blue-collar,single,basic.9y,may,252
44,blue-collar,married,basic.4y,may,607
35,admin.,single,basic.4y,may,331
35,admin.,single,basic.4y,may,398
32,admin.,single,high.school,may,103
48,blue-collar,married,basic.9y,may,241
35,admin.,single,basic.4y,may,803
44,technician,married,professional.course,may,203
43,technician,married,professional.course,may,96
40,management,married,high.school,may,238
50,self-employed,married,basic.4y,may,153
44,technician,married,professional.course,may,481
37,blue-collar,single,basic.9y,may,119
32,services,divorced,high.school,may,245
58,admin.,married,high.school,may,152
49,technician,married,high.school,may,418
32,blue-collar,married,basic.4y,may,421
30,services,married,high.school,may,198
28,admin.,married,high.school,may,175
40,blue-collar,married,basic.4y,may,374
44,management,married,university.degree,may,51
30,services,married,professional.course,may,263
30,services,married,professional.course,may,257
28,technician,single,professional.course,may,229
58,housemaid,married,basic.4y,may,154
45,blue-collar,single,high.school,may,278
35,blue-collar,married,professional.course,may,306
57,retired,divorced,high.school,may,114
35,admin.,divorced,high.school,may,24
41,technician,single,university.degree,may,79
42,services,married,high.school,may,169
42,blue-collar,married,basic.4y,may,332
51,blue-collar,married,basic.4y,may,263
48,management,married,university.degree,may,353
39,blue-collar,married,basic.6y,may,108
47,retired,married,basic.4y,may,441
34,technician,single,professional.course,may,46
44,services,married,basic.6y,may,266
52,housemaid,divorced,professional.course,may,222
51,blue-collar,married,basic.4y,may,1009
49,services,married,high.school,may,105
35,admin.,single,basic.4y,may,381
